// NBA 2K27 career-mode progression tuning - named key/value export.
//
// Dataset : nba2k27-builder-dataset
// Game    : NBA 2K27 (NBA 2K HQ, com.VisualConcepts.MyNBASherpa)
// Tuning  : live_version 993560759169487438, api_version 202750199
// Captured: 2026-08-22
//
// This is the ONLY artifact in the dataset that names the builder's tuning
// values. The binary blob the app ships (tuning/progression_tuning.zlib) is
// keyless - it addresses values by offset and contains no field names at all.
//
// Format: one `key,value` pair per line. `//` marks a comment. The leading
// DataPath line is the export header, not data.
//
// Key families that drive the builder are documented in the dataset README.
// Everything below this banner is the export exactly as shipped.
//
DataPath|FranchiseTuning_PostRelease.CareerMode.Progression.Attributes.,NewValue
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility][91],1.478
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility][92],1.546
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility][93],1.613
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility][94],1.68
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility][95],1.96
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility][96],2.24
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility][97],2.52
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility][98],2.8
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility][99],3.1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][75],1.01
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][76],1.02
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][77],1.03
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][78],1.04
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][79],1.05
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][80],1.08
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][81],1.11
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][82],1.14
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][83],1.17
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][84],1.2
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][85],1.248
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][86],1.296
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][87],1.344
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][88],1.392
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][89],1.44
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][90],1.512
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][91],1.584
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][92],1.656
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][93],1.728
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][94],1.8
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][95],2.1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][96],2.4
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][97],2.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][98],3
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotCloseAbility][99],3.5
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][75],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][76],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][77],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][78],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][79],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][80],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][81],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][82],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][83],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][84],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][85],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][86],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][87],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][88],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][89],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][90],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][91],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][92],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][93],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][94],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][95],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][96],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][97],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][98],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility][99],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][75],1.01
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][76],1.02
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][77],1.03
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][78],1.04
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][79],1.05
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][80],1.08
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][81],1.11
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][82],1.14
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][83],1.17
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][84],1.2
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][85],1.248
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][86],1.296
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][87],1.344
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][88],1.392
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][89],1.44
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][90],1.512
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][91],1.584
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][92],1.656
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][93],1.728
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][94],1.8
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][95],2.1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][96],2.4
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][97],2.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][98],3
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility][99],3.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][75],1.01
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][76],1.02
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][77],1.03
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][78],1.04
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][79],1.05
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][80],1.08
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][81],1.11
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][82],1.14
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][83],1.17
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][84],1.2
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][85],1.248
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][86],1.296
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][87],1.344
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][88],1.392
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][89],1.44
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][90],1.512
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][91],1.584
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][92],1.656
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][93],1.728
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][94],1.8
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][95],2.1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][96],2.4
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][97],2.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][98],3
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_ShotThreeAbility][99],3.75
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][75],1.01
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][76],1.02
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][77],1.03
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][78],1.04
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][79],1.05
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][80],1.08
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][81],1.11
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][82],1.14
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][83],1.17
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][84],1.2
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][85],1.248
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][86],1.296
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][87],1.344
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][88],1.392
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][89],1.44
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][90],1.512
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][91],1.584
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][92],1.656
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][93],1.728
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][94],1.8
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][95],2.1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][96],2.4
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][97],2.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][98],3
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedAbility][99],3.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][75],1.01
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][76],1.02
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][77],1.03
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][78],1.04
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][79],1.05
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][80],1.08
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][81],1.11
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][82],1.14
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][83],1.17
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][84],1.2
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][85],1.248
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][86],1.296
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][87],1.344
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][88],1.392
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][89],1.44
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][90],1.512
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][91],1.584
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][92],1.656
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][93],1.728
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][94],1.8
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][95],2.1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][96],2.4
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][97],2.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][98],3
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility][99],3.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][75],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][76],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][77],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][78],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][79],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][80],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][81],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][82],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][83],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][84],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][85],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][86],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][87],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][88],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][89],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][90],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][91],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][92],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][93],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][94],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][95],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][96],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][97],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][98],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StaminaAbility][99],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][75],1.007
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][76],1.013
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][77],1.02
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][78],1.026
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][79],1.033
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][80],1.062
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][81],1.092
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][82],1.121
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][83],1.151
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][84],1.18
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][85],1.227
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][86],1.274
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][87],1.322
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][88],1.369
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][89],1.416
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][90],1.487
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][91],1.558
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][92],1.628
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][93],1.699
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][94],1.77
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][95],2.065
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][96],2.36
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][97],2.655
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][98],2.95
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StandingDunkAbility][99],3.3
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][75],1.01
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][76],1.02
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][77],1.03
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][78],1.04
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][79],1.05
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][80],1.08
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][81],1.11
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][82],1.14
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][83],1.17
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][84],1.2
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][85],1.248
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][86],1.296
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][87],1.344
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][88],1.392
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][89],1.44
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][90],1.512
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][91],1.584
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][92],1.656
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][93],1.728
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][94],1.8
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][95],2.1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][96],2.4
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][97],2.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][98],3
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StealAbility][99],3.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][75],1.01
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][76],1.02
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][77],1.03
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][78],1.04
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][79],1.05
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][80],1.08
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][81],1.11
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][82],1.14
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][83],1.17
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][84],1.2
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][85],1.248
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][86],1.296
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][87],1.344
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][88],1.392
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][89],1.44
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][90],1.512
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][91],1.584
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][92],1.656
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][93],1.728
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][94],1.8
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][95],2.1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][96],2.4
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][97],2.7
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][98],3
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_StrengthAbility][99],3.5
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][75],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][76],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][77],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][78],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][79],1
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][80],1.024
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][81],1.048
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][82],1.072
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][83],1.096
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][84],1.12
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][85],1.165
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][86],1.21
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][87],1.254
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][88],1.299
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][89],1.344
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][90],1.411
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][91],1.478
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][92],1.546
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][93],1.613
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][94],1.68
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][95],1.96
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][96],2.24
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][97],2.52
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][98],2.8
AttributeRatingWeightScale[PLAYERDATA_ATTRIBUTE_VerticalAbility][99],3.5
AttributeRatingWeightScale,...1.0
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][Agility],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][BallControl],1.02
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][Block],0.35
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][DrivingDunk],0.67
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][DrivingLayup],1
